Range	Count	Percentage
0.11-0.23	1	20.00%
0.23-0.34	1	20.00%
0.34-0.45	2	40.00%
0.45-0.57	0	0.00%
0.57-0.68	0	0.00%
0.68-0.79	0	0.00%
0.79-0.90	0	0.00%
0.90-1.02	0	0.00%
1.02-1.13	0	0.00%
1.13-1.24	0	0.00%
1.24-1.36	0	0.00%
1.36-1.47	0	0.00%
1.47-1.58	0	0.00%
1.58-1.70	0	0.00%
1.70-1.81	0	0.00%
1.81-1.92	0	0.00%
1.92-2.03	0	0.00%
2.03-2.15	0	0.00%
2.15-2.26	0	0.00%
2.26-2.37	0	0.00%
2.37-2.49	0	0.00%
2.49-2.60	0	0.00%
2.60-2.71	0	0.00%
2.71-2.83	1	20.00%
