Range	Count	Percentage
0.0-26.2	17	16.04%
26.2-52.4	41	38.68%
52.4-78.6	8	7.55%
78.6-104.8	26	24.53%
104.8-131.1	6	5.66%
131.1-157.3	2	1.89%
157.3-183.5	0	0.00%
183.5-209.7	4	3.77%
209.7-235.9	0	0.00%
235.9-262.1	1	0.94%
262.1-288.3	0	0.00%
288.3-314.5	0	0.00%
314.5-340.7	0	0.00%
340.7-366.9	0	0.00%
366.9-393.2	0	0.00%
393.2-419.4	0	0.00%
419.4-445.6	0	0.00%
445.6-471.8	0	0.00%
471.8-498.0	0	0.00%
498.0-524.2	1	0.94%
